model_label,partition,case_key,rouge1_f1,rouge2_f1,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1,citation_source_support,predicted_citation_count,number_source_support,predicted_number_count,latency_seconds,generated_tokens,peak_gpu_memory_gib,tokens_per_second
base,test_in_ext_expert,IN-Ext::2008_S_1411::5b65c330d4d18b739c8c94f11531d58057d2ee330296ae7bb171f71732d2ad06,0.663902326652845,0.2945379119612814,0.24731451411441419,0.8309949,0.8251118,0.8280127,0.38095238095238093,21,1.0,41,93.56452248804271,2898,6.401472568511963,30.97327836381954
base,test_in_ext_expert,IN-Ext::2009_B_16::b7ea156ff20abedd66df02b9b0bd4845dc12ef7dca9251855afc4612581c0de6,0.5114254624591948,0.17640653357531763,0.2052956111715633,0.8312164,0.795373,0.8127871,0.18181818181818182,11,1.0,12,41.70658636512235,1299,6.376847743988037,31.14615971270919
base,test_in_ext_expert,IN-Ext::2009_S_146::fc85527328cb6361bcd997382d3f2d0073078e3953b885bcf2465feb8d274644,0.6035671819262782,0.2407803949559838,0.23638525564803808,0.8253729,0.82750785,0.826419,0.3684210526315789,19,1.0,30,95.61555670714006,2975,6.401454448699951,31.1141837422136
base,test_in_ext_expert,IN-Ext::2010_J_55::817d94b8fdafb8a57289ef77f479cf682e076bc8c38bbd35d582dbc8a909c440,0.6472849591542528,0.3052884615384615,0.2522825564632388,0.83698034,0.8379315,0.83741075,0.3333333333333333,18,1.0,32,97.62016086606309,3046,6.4014716148376465,31.20257099534159
base,test_in_ext_expert,IN-Ext::2010_S_431::537683fb7e76c2575884570c02e7ff17c001295225b860d91a6ad3023e59c7f7,0.6284765462847655,0.27087660988782714,0.26077097505668934,0.8357228,0.8267113,0.83118105,0.2,5,1.0,17,48.94818546809256,1519,6.401473045349121,31.032815322442907
base,test_in_ext_expert,IN-Ext::2012_S_270::a8d9b777ee3a278dd00c14095417c202a7b025cac0d9d7a95aad3397bdf11c5e,0.5954013715207744,0.2788785046728972,0.3063130369816959,0.853212,0.82688385,0.83982617,0.25,8,0.9166666666666666,12,43.609349586535245,1358,6.350723743438721,31.140111303547027
base,test_in_ext_expert,IN-Ext::2014_J_33::d39642061bd78145e01ee1d705e8cf3240c7b92be2737fdd1fdf083cdec9f161,0.5559065066329754,0.28445006321112515,0.25785963798031125,0.8414498,0.84146476,0.84135276,0.0,4,0.8604651162790697,43,86.66636747960001,2700,6.401473045349121,31.153953702231032
base,test_in_ext_expert,IN-Ext::2014_R_41::de8d94647c3c65dae9ebc41463ac222981f351fe0fbbc329636b0307949c3f42,0.5967139656460044,0.2503736920777279,0.24200385356454723,0.8320423,0.83010745,0.83105755,0.0,6,1.0,24,62.03316507861018,1939,6.401459693908691,31.257473281314024
base,test_in_ext_expert,IN-Ext::2015_J_10::48e8a529e6123176b1fadd426cd8cc3c3a6134662fdf18d463c2d8d8d5118667,0.45168667810177243,0.17286777332570122,0.22755860491709545,0.8501393,0.8141815,0.8317515,0.6666666666666666,6,1.0,11,23.377084706909955,732,6.3958892822265625,31.31271538677492
base,test_in_ext_expert,IN-Ext::2015_S_368::f576f903a98829ed629db3c001f40dd5f95f099aeb62a52bccbfab33a320ff94,0.6642408203771089,0.28202581926514403,0.2593450215018194,0.83773065,0.8253985,0.83145636,0.75,12,1.0,43,66.24925784394145,2076,6.401471138000488,31.336200095860423
base,test_uk_abs,UK-Abs::uksc-2010-0106::6d834ef33c6c3672ee3820c2f628f51f47fd51bff65a33e1be1b2f1573e0e12e,0.2942222222222222,0.14522821576763487,0.13629629629629628,0.8023465,0.8397022,0.8205674,0.7368421052631579,19,1.0,21,217.17041283193976,6775,6.400831699371338,31.19669899620684
base,test_uk_abs,UK-Abs::uksc-2010-0236::50e59eea8a45f406561c4e3b28405f25b185aef70b95da07d1b76c7b822b8360,0.543106457242583,0.21026894865525672,0.22478184991273997,0.83037215,0.8424389,0.83635694,0.5,18,1.0,25,71.1341022788547,2221,6.401257514953613,31.222717780192102
base,test_uk_abs,UK-Abs::uksc-2011-0046::acfbe1b330a3146bfd740eac49a0b0b08571c7eb31d9b0ceba4a3c3eae486aa4,0.6275149537792278,0.27653783342406096,0.288200108754758,0.8509887,0.8514981,0.8512179,0.8,5,1.0,9,36.54701304808259,1147,6.398038864135742,31.384233740004
base,test_uk_abs,UK-Abs::uksc-2011-0089::06485f7050ee52096d18ee5930a6bb1802815adae5cadc96483ed8321096b867,0.43550680479382486,0.20442999390367814,0.1783465366646354,0.8096806,0.8364523,0.8228206,0.44,25,1.0,29,144.9662690591067,4531,6.4018988609313965,31.25554675172462
base,test_uk_abs,UK-Abs::uksc-2011-0115::a73c468ec8a6ec844b682366398da077146d64fe643533d5e882a9cfaee9d874,0.4234628248006174,0.20694980694980694,0.17802932853100079,0.82729197,0.8411707,0.83414125,0.3333333333333333,21,1.0,20,111.84958958998322,3493,6.398045539855957,31.2294395786752
base,test_uk_abs,UK-Abs::uksc-2012-0007::0ada8c2554db1807e5507a79095239149c23944886a018d9a61c648b728c340c,0.5172413793103449,0.17817679558011051,0.2275862068965517,0.86072373,0.840521,0.85049236,0.75,4,1.0,7,22.06027966365218,689,6.397814750671387,31.232604958097475
base,test_uk_abs,UK-Abs::uksc-2012-0072::107900182af60d1f7367bfdcd137c04da23a780dc524c554d6a62f38de0e0dd1,0.5704735376044567,0.22866703848298942,0.2573816155988858,0.85767573,0.8371916,0.8472751,0.3333333333333333,6,1.0,12,27.38068785890937,857,6.401468753814697,31.29943281250116
base,test_uk_abs,UK-Abs::uksc-2012-0179::9fbd5e7df1a4a2e267f1cfffa840a4df1eb534e3fc87d2639b89efde46dc1854,0.545171339563863,0.2655860349127182,0.21183800623052962,0.83374715,0.8498431,0.8416822,0.7272727272727273,11,1.0,28,89.09420764679089,2791,6.400829792022705,31.326391173091373
base,test_uk_abs,UK-Abs::uksc-2012-0247::b2ab1cb838c3f368af7838586310b7ef33c4d9fc2f7ff7718b21146ea8e16f94,0.511044776119403,0.22998805256869773,0.2011940298507463,0.82020545,0.83321846,0.82662386,0.6153846153846154,13,1.0,21,94.62021588627249,2942,6.40061616897583,31.092721279944
base,test_uk_abs,UK-Abs::uksc-2012-0249::c903dad3ca6ef5c2a5e61ca70b969b894990df0053800d4b2d1cc3395b100943,0.37662541124862914,0.18555085409810376,0.16230612564624786,0.80990905,0.83795375,0.823631,0.23809523809523808,42,1.0,19,189.6545607857406,5906,6.402113914489746,31.140827700274578
base,test_uk_abs,UK-Abs::uksc-2013-0006::15264906718194ed547fb1905d286f243db0245af454fa079cacb30c8372ee2b,0.47184986595174266,0.2233601560594977,0.19156714599073846,0.8231711,0.84861183,0.83566684,0.38095238095238093,21,1.0,35,116.79192906292155,3641,6.401251792907715,31.175099420084194
base,test_uk_abs,UK-Abs::uksc-2013-0057::df7dbb11a64828949d089acccc1ac0dc2b5c6e239c4ac3fe48c62a73890c6186,0.1972925545249436,0.10305917753259779,0.0889947355226874,0.7923212,0.8305763,0.81091833,0.2894736842105263,38,1.0,36,262.7635406749323,8699,6.401899814605713,33.105810561297126
base,test_uk_abs,UK-Abs::uksc-2013-0161::e3fd7b41504ab0e62e1c9cb9df53c197340c2dfc4a2f12ef93b1c0d03787bec2,0.6129562643867149,0.2263902599539322,0.23544886550476815,0.8412591,0.8358622,0.8385331,0.8,10,1.0,31,67.4643114679493,2124,6.401473522186279,31.48331249195454
base,test_uk_abs,UK-Abs::uksc-2013-0243::2ecdedce96c24849972366d10d71e33425ab5b31521ddc4ae543088a7c0a12f1,0.4432615533510767,0.20527717259743408,0.1872731671909025,0.81913733,0.83308345,0.82601804,0.6923076923076923,13,1.0,22,117.0866422872059,3656,6.401900768280029,31.224740316936156
base,test_uk_abs,UK-Abs::uksc-2014-0087::6ec8e652da6d2a0b78bdefaa8ff48d4556f98eedd1850aa76276d21074ed3dac,0.41015625,0.15053763440860216,0.1806640625,0.81607205,0.83907014,0.8273816,0.0,17,1.0,9,54.824160064570606,1720,6.4010419845581055,31.37302966382384
base,test_uk_abs,UK-Abs::uksc-2014-0110::844a5bf074042a3d6656190a9f541098e77f4e6da751d415d0aa76a61a5c698c,0.6932314410480349,0.30710382513661205,0.2751091703056769,0.85015965,0.84658337,0.84831417,0.8333333333333334,12,1.0,21,40.71776012890041,1279,6.4014716148376465,31.411354552683243
base,test_uk_abs,UK-Abs::uksc-2014-0231::bdfd9d974be43e428299df13766285ec06a0a8ed5d62acd4e0c5860915481342,0.5041848008034818,0.22244556113902847,0.21426180113826582,0.83426964,0.8573108,0.84561783,0.47368421052631576,19,1.0,16,75.90385286184028,2561,6.400616645812988,33.74005275676212
base,test_uk_abs,UK-Abs::uksc-2015-0216::5d453e55a12700094c3ebdf17b2b6126d8544e98ad062c43fa171221f370bd8f,0.600898780226835,0.26289873688717613,0.22341108495613096,0.82775027,0.83872604,0.83318365,0.5,56,1.0,30,100.05870197806507,3584,6.400402069091797,35.8189735540012
base,test_uk_abs,UK-Abs::uksc-2015-0238::d1010595eaea995fcfa56711d49f72eb959da6f68ad7b60a2438fdd82385b087,0.6121097445600756,0.24337121212121215,0.2715231788079471,0.8571351,0.8572666,0.857186,0.21428571428571427,14,1.0,6,34.461885505355895,1241,6.401257514953613,36.01079806869911
base,test_uk_abs,UK-Abs::uksc-2017-0040::f7461af23cc73802e557425db39323be30cc4587f938bb5b564f0d626a0a80d0,0.590752242926156,0.2681409813407049,0.2815734989648033,0.8792754,0.85856086,0.8687645,1.0,0,1.0,16,19.78817540872842,710,6.39847469329834,35.88001345929166
base,test_uk_abs,UK-Abs::uksc-2017-0160::b10ad26998a4809b1eef406d35c9932b1b7c174a3742c7ee795ff04be9a1f7e9,0.6365894039735099,0.30820215410107704,0.25496688741721857,0.8406675,0.8396128,0.8401156,0.9230769230769231,13,1.0,14,48.83646635757759,1769,6.400401592254639,36.22293200018796
base,test_uk_abs,UK-Abs::uksc-2017-0214::9d113111c3a6dd5a2709bf92b40ee414250218aeea308d4caf5a03f619b74c3c,0.5112175447441392,0.2506935687263556,0.21477186791025965,0.8218806,0.8410232,0.83133036,0.4,5,1.0,19,92.60072207916528,3333,6.401467800140381,35.99323984915134
base,test_uk_abs,UK-Abs::uksc-2018-0099::c95c7842a75fcb701889ceaec89add80ed2a8b6e325487c9225c41c32dc3e9ea,0.632026452527161,0.30638297872340425,0.28153046764289086,0.8551723,0.8546877,0.8549204,1.0,2,1.0,7,40.40467042429373,1454,6.398260116577148,35.98593887120949
base,test_uk_abs,UK-Abs::uksc-2018-0164::335448f00a2fc7df175d8904870b915a9c92736a1b73f6f48d969ea9712c1022,0.5486005089058524,0.21701477330616403,0.23816793893129767,0.84802186,0.8407906,0.84435415,0.3333333333333333,3,1.0,9,32.235931717325,1163,6.398675441741943,36.07775355148035
base,test_uk_abs,UK-Abs::uksc-2020-0042::d155e79929fc1adcd03bfcaf9c8e0ed29795e466e78716044f739e9dac78ce17,0.5448367000188785,0.26213408876298394,0.2069095714555409,0.82548296,0.83413255,0.82973796,0.5714285714285714,28,1.0,27,124.4047777429223,4459,6.401899814605713,35.8426748626516
qlora,test_in_abs,IN-Abs::1181::a52eaf19e0dd9e4661e811cfe5a9a85ec4dd3077e6083759525b406c791f7db2,0.43840579710144917,0.22141560798548093,0.24818840579710144,0.8258381,0.85122526,0.83830255,0.9444444444444444,18,1.0,14,50.30414270795882,961,6.76692008972168,19.103794404749024
qlora,test_in_abs,IN-Abs::1329::00450b218f821cdf282b8309855443b7922d71340a847c528db458e6897e6131,0.48204158790170126,0.27272727272727276,0.30812854442344045,0.8499434,0.8678641,0.85873723,0.8571428571428571,7,0.9285714285714286,14,45.067659163381904,856,6.760839939117432,18.99366454549545
qlora,test_in_abs,IN-Abs::1378::448ae66c60cd0cc42cd09d9d57456ad7771d6c420071354c8ca5706bff40b131,0.34838709677419355,0.17025862068965517,0.17419354838709677,0.8078236,0.8439403,0.8254857,1.0,2,1.0,1,44.26247894298285,845,6.760512351989746,19.090661440099076
qlora,test_in_abs,IN-Abs::1789::bf4bc1320b4eb1e7f0e022e7cfadd5007be2cca99d253f242b06ed792b95332f,0.6036809815950921,0.2878228782287823,0.30920245398773005,0.8705628,0.85942775,0.86492836,1.0,0,1.0,5,28.779143662191927,553,6.707869529724121,19.215304197063155
qlora,test_in_abs,IN-Abs::1974::947b9561b0fab4fcecc8d292fa34f47257350a90e8248315bb7ea57208ff92fc,0.6331500392772976,0.39024390243902446,0.3880597014925373,0.8560092,0.8598562,0.85785073,1.0,4,1.0,15,49.065221425611526,941,6.765340328216553,19.178554027859903
qlora,test_in_abs,IN-Abs::2052::2bfbdcdb7e2f3862bb8cf57c3410a7e60d6b20bc06cb257811898edada1919b7,0.45634095634095634,0.27471383975026015,0.2920997920997921,0.801641,0.82317436,0.8121554,0.5,2,1.0,9,79.87427564477548,1536,6.7672505378723145,19.230221339734538
qlora,test_in_abs,IN-Abs::2207::f8a3e334f7b95a2a2f0bc1fe9a751e988f9d6bce7ab4541c6cc56e30d6315396,0.6847253574115877,0.4295403165033911,0.38525206922498123,0.86589044,0.85764074,0.8617218,0.9,10,1.0,13,40.935451857279986,791,6.768549919128418,19.323104158170615
qlora,test_in_abs,IN-Abs::232::13c9ef698ae2e842fcdef3b89b6e49687416c3d43b856cc58d771aff35d1367b,0.4076147816349384,0.19742369084290115,0.16237402015677493,0.7778011,0.8068524,0.7919608,0.4,35,0.9333333333333333,15,324.2541716825217,6209,6.769509315490723,19.148558576076706
qlora,test_in_abs,IN-Abs::2609::b2bdf329c313874f13aedf074c29ae5777042a26d67c5bbedd439baf2b8fcb22,0.5216637781629117,0.3836805555555556,0.3015597920277296,0.8224253,0.8510263,0.8362691,0.8333333333333334,6,1.0,9,52.24123253533617,1001,6.769495010375977,19.16110993979554
qlora,test_in_abs,IN-Abs::2627::4cbc33c4a572dac03c798f34e039e657a21d14dfb007ca8a7b4eccd49db0682e,0.5890998162890386,0.31391784181483756,0.3025107164727495,0.8429134,0.8464552,0.84462845,1.0,2,0.8333333333333334,6,55.52196390507743,1064,6.75954532623291,19.16358725745107
qlora,test_in_abs,IN-Abs::2727::ad90769c2671508ea7baac45c361c7b877226a3ac107ecde794bd1028f6a9ea7,0.5697808535178778,0.376878612716763,0.39907727797001147,0.85694593,0.8762314,0.8663407,0.6666666666666666,3,1.0,9,35.651750799268484,682,6.529114723205566,19.129495318193282
qlora,test_in_abs,IN-Abs::2913::2196905b2f646b73c94427698b03e4b7a0673b7ce68f997ccf50227aadc61dc2,0.7121848739495797,0.4463157894736842,0.3991596638655463,0.8748278,0.8763256,0.8755658,0.75,8,0.9375,16,33.60621348628774,644,6.769829750061035,19.163122922574114
qlora,test_in_abs,IN-Abs::314::cffd3cd1ef480c9301e9a1eb5e6216fbc2f48fd4fff36b816cedc05cec4ce0ee,0.5452538631346578,0.5110619469026548,0.4591611479028697,0.8301518,0.8695364,0.8489664,0.7777777777777778,9,0.75,12,42.703387761022896,819,6.768207550048828,19.178806247956146
qlora,test_in_abs,IN-Abs::3210::3bc8d6f9b48465e3d4194992dc00708fb6a6f80c9ab277a1bb20ce97421f1852,0.6027397260273972,0.34095362508164595,0.2831050228310502,0.8326137,0.8474698,0.8399664,0.6,20,0.9230769230769231,13,61.9318310203962,1185,6.7643656730651855,19.133940987627838
qlora,test_in_abs,IN-Abs::4480::60e720aa1e36a42340d0064a2d5cd551b7df965f74b7f7ea54287fa438befab4,0.6536945812807882,0.48546081813701336,0.4167487684729064,0.8232249,0.8215831,0.8223214,1.0,36,0.8314606741573034,89,148.9105554302223,2842,6.76983118057251,19.08528238168937
