member_name,dataset,split,record_type,summary_kind,author,segment,filename,extension
dataset/IN-Abs/test-data/judgement/3168.txt,IN-Abs,test,judgment,,,,3168.txt,.txt
dataset/IN-Abs/test-data/judgement/3210.txt,IN-Abs,test,judgment,,,,3210.txt,.txt
dataset/IN-Abs/test-data/judgement/3292.txt,IN-Abs,test,judgment,,,,3292.txt,.txt
dataset/IN-Abs/test-data/judgement/3356.txt,IN-Abs,test,judgment,,,,3356.txt,.txt
dataset/IN-Abs/test-data/judgement/3436.txt,IN-Abs,test,judgment,,,,3436.txt,.txt
dataset/IN-Abs/test-data/judgement/3442.txt,IN-Abs,test,judgment,,,,3442.txt,.txt
dataset/IN-Abs/test-data/judgement/3531.txt,IN-Abs,test,judgment,,,,3531.txt,.txt
dataset/IN-Abs/test-data/judgement/3542.txt,IN-Abs,test,judgment,,,,3542.txt,.txt
dataset/IN-Abs/test-data/judgement/3602.txt,IN-Abs,test,judgment,,,,3602.txt,.txt
dataset/IN-Abs/test-data/judgement/362.txt,IN-Abs,test,judgment,,,,362.txt,.txt
dataset/IN-Abs/test-data/judgement/380.txt,IN-Abs,test,judgment,,,,380.txt,.txt
dataset/IN-Abs/test-data/judgement/3844.txt,IN-Abs,test,judgment,,,,3844.txt,.txt
dataset/IN-Abs/test-data/judgement/3893.txt,IN-Abs,test,judgment,,,,3893.txt,.txt
dataset/IN-Abs/test-data/judgement/3924.txt,IN-Abs,test,judgment,,,,3924.txt,.txt
dataset/IN-Abs/test-data/judgement/4071.txt,IN-Abs,test,judgment,,,,4071.txt,.txt
dataset/IN-Abs/test-data/judgement/415.txt,IN-Abs,test,judgment,,,,415.txt,.txt
dataset/IN-Abs/test-data/judgement/4316.txt,IN-Abs,test,judgment,,,,4316.txt,.txt
dataset/IN-Abs/test-data/judgement/4451.txt,IN-Abs,test,judgment,,,,4451.txt,.txt
dataset/IN-Abs/test-data/judgement/4480.txt,IN-Abs,test,judgment,,,,4480.txt,.txt
dataset/IN-Abs/test-data/judgement/4568.txt,IN-Abs,test,judgment,,,,4568.txt,.txt
dataset/IN-Abs/test-data/judgement/4641.txt,IN-Abs,test,judgment,,,,4641.txt,.txt
dataset/IN-Abs/test-data/judgement/4782.txt,IN-Abs,test,judgment,,,,4782.txt,.txt
dataset/IN-Abs/test-data/judgement/4807.txt,IN-Abs,test,judgment,,,,4807.txt,.txt
dataset/IN-Abs/test-data/judgement/4860.txt,IN-Abs,test,judgment,,,,4860.txt,.txt
dataset/IN-Abs/test-data/judgement/4917.txt,IN-Abs,test,judgment,,,,4917.txt,.txt
dataset/IN-Abs/test-data/judgement/4938.txt,IN-Abs,test,judgment,,,,4938.txt,.txt
dataset/IN-Abs/test-data/judgement/496.txt,IN-Abs,test,judgment,,,,496.txt,.txt
dataset/IN-Abs/test-data/judgement/4963.txt,IN-Abs,test,judgment,,,,4963.txt,.txt
dataset/IN-Abs/test-data/judgement/5141.txt,IN-Abs,test,judgment,,,,5141.txt,.txt
dataset/IN-Abs/test-data/judgement/5142.txt,IN-Abs,test,judgment,,,,5142.txt,.txt
dataset/IN-Abs/test-data/judgement/5248.txt,IN-Abs,test,judgment,,,,5248.txt,.txt
dataset/IN-Abs/test-data/judgement/5266.txt,IN-Abs,test,judgment,,,,5266.txt,.txt
dataset/IN-Abs/test-data/judgement/5364.txt,IN-Abs,test,judgment,,,,5364.txt,.txt
dataset/IN-Abs/test-data/judgement/5397.txt,IN-Abs,test,judgment,,,,5397.txt,.txt
dataset/IN-Abs/test-data/judgement/5471.txt,IN-Abs,test,judgment,,,,5471.txt,.txt
dataset/IN-Abs/test-data/judgement/5538.txt,IN-Abs,test,judgment,,,,5538.txt,.txt
dataset/IN-Abs/test-data/judgement/5597.txt,IN-Abs,test,judgment,,,,5597.txt,.txt
dataset/IN-Abs/test-data/judgement/5707.txt,IN-Abs,test,judgment,,,,5707.txt,.txt
dataset/IN-Abs/test-data/judgement/5861.txt,IN-Abs,test,judgment,,,,5861.txt,.txt
dataset/IN-Abs/test-data/judgement/5888.txt,IN-Abs,test,judgment,,,,5888.txt,.txt
dataset/IN-Abs/test-data/judgement/5937.txt,IN-Abs,test,judgment,,,,5937.txt,.txt
dataset/IN-Abs/test-data/judgement/5994.txt,IN-Abs,test,judgment,,,,5994.txt,.txt
dataset/IN-Abs/test-data/judgement/6003.txt,IN-Abs,test,judgment,,,,6003.txt,.txt
dataset/IN-Abs/test-data/judgement/6118.txt,IN-Abs,test,judgment,,,,6118.txt,.txt
dataset/IN-Abs/test-data/judgement/6157.txt,IN-Abs,test,judgment,,,,6157.txt,.txt
dataset/IN-Abs/test-data/judgement/6245.txt,IN-Abs,test,judgment,,,,6245.txt,.txt
dataset/IN-Abs/test-data/judgement/6270.txt,IN-Abs,test,judgment,,,,6270.txt,.txt
dataset/IN-Abs/test-data/judgement/6276.txt,IN-Abs,test,judgment,,,,6276.txt,.txt
dataset/IN-Abs/test-data/judgement/6413.txt,IN-Abs,test,judgment,,,,6413.txt,.txt
dataset/IN-Abs/test-data/judgement/652.txt,IN-Abs,test,judgment,,,,652.txt,.txt
dataset/IN-Abs/test-data/judgement/6521.txt,IN-Abs,test,judgment,,,,6521.txt,.txt
dataset/IN-Abs/test-data/judgement/660.txt,IN-Abs,test,judgment,,,,660.txt,.txt
dataset/IN-Abs/test-data/judgement/6622.txt,IN-Abs,test,judgment,,,,6622.txt,.txt
dataset/IN-Abs/test-data/judgement/6647.txt,IN-Abs,test,judgment,,,,6647.txt,.txt
dataset/IN-Abs/test-data/judgement/6668.txt,IN-Abs,test,judgment,,,,6668.txt,.txt
dataset/IN-Abs/test-data/judgement/6728.txt,IN-Abs,test,judgment,,,,6728.txt,.txt
dataset/IN-Abs/test-data/judgement/6778.txt,IN-Abs,test,judgment,,,,6778.txt,.txt
dataset/IN-Abs/test-data/judgement/6852.txt,IN-Abs,test,judgment,,,,6852.txt,.txt
dataset/IN-Abs/test-data/judgement/6881.txt,IN-Abs,test,judgment,,,,6881.txt,.txt
dataset/IN-Abs/test-data/judgement/690.txt,IN-Abs,test,judgment,,,,690.txt,.txt
dataset/IN-Abs/test-data/judgement/7109.txt,IN-Abs,test,judgment,,,,7109.txt,.txt
dataset/IN-Abs/test-data/judgement/7130.txt,IN-Abs,test,judgment,,,,7130.txt,.txt
dataset/IN-Abs/test-data/judgement/715.txt,IN-Abs,test,judgment,,,,715.txt,.txt
dataset/IN-Abs/test-data/judgement/78.txt,IN-Abs,test,judgment,,,,78.txt,.txt
dataset/IN-Abs/test-data/judgement/784.txt,IN-Abs,test,judgment,,,,784.txt,.txt
dataset/IN-Abs/test-data/stats-IN-test.txt,IN-Abs,test,metadata_or_other,,,,stats-IN-test.txt,.txt
dataset/IN-Abs/test-data/summary/1181.txt,IN-Abs,test,summary,full,,,1181.txt,.txt
dataset/IN-Abs/test-data/summary/1195.txt,IN-Abs,test,summary,full,,,1195.txt,.txt
dataset/IN-Abs/test-data/summary/1329.txt,IN-Abs,test,summary,full,,,1329.txt,.txt
dataset/IN-Abs/test-data/summary/1378.txt,IN-Abs,test,summary,full,,,1378.txt,.txt
dataset/IN-Abs/test-data/summary/1406.txt,IN-Abs,test,summary,full,,,1406.txt,.txt
dataset/IN-Abs/test-data/summary/1522.txt,IN-Abs,test,summary,full,,,1522.txt,.txt
dataset/IN-Abs/test-data/summary/1531.txt,IN-Abs,test,summary,full,,,1531.txt,.txt
dataset/IN-Abs/test-data/summary/1697.txt,IN-Abs,test,summary,full,,,1697.txt,.txt
dataset/IN-Abs/test-data/summary/1762.txt,IN-Abs,test,summary,full,,,1762.txt,.txt
dataset/IN-Abs/test-data/summary/1778.txt,IN-Abs,test,summary,full,,,1778.txt,.txt
dataset/IN-Abs/test-data/summary/1789.txt,IN-Abs,test,summary,full,,,1789.txt,.txt
dataset/IN-Abs/test-data/summary/1974.txt,IN-Abs,test,summary,full,,,1974.txt,.txt
dataset/IN-Abs/test-data/summary/2035.txt,IN-Abs,test,summary,full,,,2035.txt,.txt
dataset/IN-Abs/test-data/summary/2052.txt,IN-Abs,test,summary,full,,,2052.txt,.txt
dataset/IN-Abs/test-data/summary/2065.txt,IN-Abs,test,summary,full,,,2065.txt,.txt
dataset/IN-Abs/test-data/summary/2122.txt,IN-Abs,test,summary,full,,,2122.txt,.txt
dataset/IN-Abs/test-data/summary/2124.txt,IN-Abs,test,summary,full,,,2124.txt,.txt
dataset/IN-Abs/test-data/summary/2207.txt,IN-Abs,test,summary,full,,,2207.txt,.txt
dataset/IN-Abs/test-data/summary/2248.txt,IN-Abs,test,summary,full,,,2248.txt,.txt
dataset/IN-Abs/test-data/summary/2256.txt,IN-Abs,test,summary,full,,,2256.txt,.txt
dataset/IN-Abs/test-data/summary/2304.txt,IN-Abs,test,summary,full,,,2304.txt,.txt
dataset/IN-Abs/test-data/summary/232.txt,IN-Abs,test,summary,full,,,232.txt,.txt
dataset/IN-Abs/test-data/summary/2392.txt,IN-Abs,test,summary,full,,,2392.txt,.txt
dataset/IN-Abs/test-data/summary/2440.txt,IN-Abs,test,summary,full,,,2440.txt,.txt
dataset/IN-Abs/test-data/summary/2593.txt,IN-Abs,test,summary,full,,,2593.txt,.txt
dataset/IN-Abs/test-data/summary/2609.txt,IN-Abs,test,summary,full,,,2609.txt,.txt
dataset/IN-Abs/test-data/summary/2627.txt,IN-Abs,test,summary,full,,,2627.txt,.txt
dataset/IN-Abs/test-data/summary/2649.txt,IN-Abs,test,summary,full,,,2649.txt,.txt
dataset/IN-Abs/test-data/summary/2657.txt,IN-Abs,test,summary,full,,,2657.txt,.txt
dataset/IN-Abs/test-data/summary/266.txt,IN-Abs,test,summary,full,,,266.txt,.txt
dataset/IN-Abs/test-data/summary/2727.txt,IN-Abs,test,summary,full,,,2727.txt,.txt
dataset/IN-Abs/test-data/summary/2796.txt,IN-Abs,test,summary,full,,,2796.txt,.txt
dataset/IN-Abs/test-data/summary/2913.txt,IN-Abs,test,summary,full,,,2913.txt,.txt
dataset/IN-Abs/test-data/summary/3019.txt,IN-Abs,test,summary,full,,,3019.txt,.txt
dataset/IN-Abs/test-data/summary/314.txt,IN-Abs,test,summary,full,,,314.txt,.txt
dataset/IN-Abs/test-data/summary/3168.txt,IN-Abs,test,summary,full,,,3168.txt,.txt
dataset/IN-Abs/test-data/summary/3210.txt,IN-Abs,test,summary,full,,,3210.txt,.txt
dataset/IN-Abs/test-data/summary/3292.txt,IN-Abs,test,summary,full,,,3292.txt,.txt
dataset/IN-Abs/test-data/summary/3356.txt,IN-Abs,test,summary,full,,,3356.txt,.txt
dataset/IN-Abs/test-data/summary/3436.txt,IN-Abs,test,summary,full,,,3436.txt,.txt
dataset/IN-Abs/test-data/summary/3442.txt,IN-Abs,test,summary,full,,,3442.txt,.txt
dataset/IN-Abs/test-data/summary/3531.txt,IN-Abs,test,summary,full,,,3531.txt,.txt
dataset/IN-Abs/test-data/summary/3542.txt,IN-Abs,test,summary,full,,,3542.txt,.txt
dataset/IN-Abs/test-data/summary/3602.txt,IN-Abs,test,summary,full,,,3602.txt,.txt
dataset/IN-Abs/test-data/summary/362.txt,IN-Abs,test,summary,full,,,362.txt,.txt
dataset/IN-Abs/test-data/summary/380.txt,IN-Abs,test,summary,full,,,380.txt,.txt
dataset/IN-Abs/test-data/summary/3844.txt,IN-Abs,test,summary,full,,,3844.txt,.txt
dataset/IN-Abs/test-data/summary/3893.txt,IN-Abs,test,summary,full,,,3893.txt,.txt
dataset/IN-Abs/test-data/summary/3924.txt,IN-Abs,test,summary,full,,,3924.txt,.txt
dataset/IN-Abs/test-data/summary/4071.txt,IN-Abs,test,summary,full,,,4071.txt,.txt
dataset/IN-Abs/test-data/summary/415.txt,IN-Abs,test,summary,full,,,415.txt,.txt
dataset/IN-Abs/test-data/summary/4316.txt,IN-Abs,test,summary,full,,,4316.txt,.txt
dataset/IN-Abs/test-data/summary/4451.txt,IN-Abs,test,summary,full,,,4451.txt,.txt
dataset/IN-Abs/test-data/summary/4480.txt,IN-Abs,test,summary,full,,,4480.txt,.txt
dataset/IN-Abs/test-data/summary/4568.txt,IN-Abs,test,summary,full,,,4568.txt,.txt
dataset/IN-Abs/test-data/summary/4641.txt,IN-Abs,test,summary,full,,,4641.txt,.txt
dataset/IN-Abs/test-data/summary/4782.txt,IN-Abs,test,summary,full,,,4782.txt,.txt
dataset/IN-Abs/test-data/summary/4807.txt,IN-Abs,test,summary,full,,,4807.txt,.txt
dataset/IN-Abs/test-data/summary/4860.txt,IN-Abs,test,summary,full,,,4860.txt,.txt
dataset/IN-Abs/test-data/summary/4917.txt,IN-Abs,test,summary,full,,,4917.txt,.txt
dataset/IN-Abs/test-data/summary/4938.txt,IN-Abs,test,summary,full,,,4938.txt,.txt
dataset/IN-Abs/test-data/summary/496.txt,IN-Abs,test,summary,full,,,496.txt,.txt
dataset/IN-Abs/test-data/summary/4963.txt,IN-Abs,test,summary,full,,,4963.txt,.txt
dataset/IN-Abs/test-data/summary/5141.txt,IN-Abs,test,summary,full,,,5141.txt,.txt
dataset/IN-Abs/test-data/summary/5142.txt,IN-Abs,test,summary,full,,,5142.txt,.txt
dataset/IN-Abs/test-data/summary/5248.txt,IN-Abs,test,summary,full,,,5248.txt,.txt
dataset/IN-Abs/test-data/summary/5266.txt,IN-Abs,test,summary,full,,,5266.txt,.txt
dataset/IN-Abs/test-data/summary/5364.txt,IN-Abs,test,summary,full,,,5364.txt,.txt
dataset/IN-Abs/test-data/summary/5397.txt,IN-Abs,test,summary,full,,,5397.txt,.txt
dataset/IN-Abs/test-data/summary/5471.txt,IN-Abs,test,summary,full,,,5471.txt,.txt
dataset/IN-Abs/test-data/summary/5538.txt,IN-Abs,test,summary,full,,,5538.txt,.txt
dataset/IN-Abs/test-data/summary/5597.txt,IN-Abs,test,summary,full,,,5597.txt,.txt
dataset/IN-Abs/test-data/summary/5707.txt,IN-Abs,test,summary,full,,,5707.txt,.txt
dataset/IN-Abs/test-data/summary/5861.txt,IN-Abs,test,summary,full,,,5861.txt,.txt
dataset/IN-Abs/test-data/summary/5888.txt,IN-Abs,test,summary,full,,,5888.txt,.txt
dataset/IN-Abs/test-data/summary/5937.txt,IN-Abs,test,summary,full,,,5937.txt,.txt
dataset/IN-Abs/test-data/summary/5994.txt,IN-Abs,test,summary,full,,,5994.txt,.txt
dataset/IN-Abs/test-data/summary/6003.txt,IN-Abs,test,summary,full,,,6003.txt,.txt
dataset/IN-Abs/test-data/summary/6118.txt,IN-Abs,test,summary,full,,,6118.txt,.txt
dataset/IN-Abs/test-data/summary/6157.txt,IN-Abs,test,summary,full,,,6157.txt,.txt
dataset/IN-Abs/test-data/summary/6245.txt,IN-Abs,test,summary,full,,,6245.txt,.txt
dataset/IN-Abs/test-data/summary/6270.txt,IN-Abs,test,summary,full,,,6270.txt,.txt
dataset/IN-Abs/test-data/summary/6276.txt,IN-Abs,test,summary,full,,,6276.txt,.txt
dataset/IN-Abs/test-data/summary/6413.txt,IN-Abs,test,summary,full,,,6413.txt,.txt
dataset/IN-Abs/test-data/summary/652.txt,IN-Abs,test,summary,full,,,652.txt,.txt
dataset/IN-Abs/test-data/summary/6521.txt,IN-Abs,test,summary,full,,,6521.txt,.txt
dataset/IN-Abs/test-data/summary/660.txt,IN-Abs,test,summary,full,,,660.txt,.txt
dataset/IN-Abs/test-data/summary/6622.txt,IN-Abs,test,summary,full,,,6622.txt,.txt
dataset/IN-Abs/test-data/summary/6647.txt,IN-Abs,test,summary,full,,,6647.txt,.txt
dataset/IN-Abs/test-data/summary/6668.txt,IN-Abs,test,summary,full,,,6668.txt,.txt
dataset/IN-Abs/test-data/summary/6728.txt,IN-Abs,test,summary,full,,,6728.txt,.txt
dataset/IN-Abs/test-data/summary/6778.txt,IN-Abs,test,summary,full,,,6778.txt,.txt
dataset/IN-Abs/test-data/summary/6852.txt,IN-Abs,test,summary,full,,,6852.txt,.txt
dataset/IN-Abs/test-data/summary/6881.txt,IN-Abs,test,summary,full,,,6881.txt,.txt
dataset/IN-Abs/test-data/summary/690.txt,IN-Abs,test,summary,full,,,690.txt,.txt
dataset/IN-Abs/test-data/summary/7109.txt,IN-Abs,test,summary,full,,,7109.txt,.txt
dataset/IN-Abs/test-data/summary/7130.txt,IN-Abs,test,summary,full,,,7130.txt,.txt
dataset/IN-Abs/test-data/summary/715.txt,IN-Abs,test,summary,full,,,715.txt,.txt
dataset/IN-Abs/test-data/summary/78.txt,IN-Abs,test,summary,full,,,78.txt,.txt
dataset/IN-Abs/test-data/summary/784.txt,IN-Abs,test,summary,full,,,784.txt,.txt
dataset/IN-Abs/train-data/judgement/1005.txt,IN-Abs,train,judgment,,,,1005.txt,.txt
dataset/IN-Abs/train-data/judgement/1006.txt,IN-Abs,train,judgment,,,,1006.txt,.txt
dataset/IN-Abs/train-data/judgement/1025.txt,IN-Abs,train,judgment,,,,1025.txt,.txt
dataset/IN-Abs/train-data/judgement/1029.txt,IN-Abs,train,judgment,,,,1029.txt,.txt
dataset/IN-Abs/train-data/judgement/1031.txt,IN-Abs,train,judgment,,,,1031.txt,.txt
dataset/IN-Abs/train-data/judgement/1035.txt,IN-Abs,train,judgment,,,,1035.txt,.txt
dataset/IN-Abs/train-data/judgement/1039.txt,IN-Abs,train,judgment,,,,1039.txt,.txt
dataset/IN-Abs/train-data/judgement/1044.txt,IN-Abs,train,judgment,,,,1044.txt,.txt
dataset/IN-Abs/train-data/judgement/1078.txt,IN-Abs,train,judgment,,,,1078.txt,.txt
dataset/IN-Abs/train-data/judgement/1088.txt,IN-Abs,train,judgment,,,,1088.txt,.txt
dataset/IN-Abs/train-data/judgement/1095.txt,IN-Abs,train,judgment,,,,1095.txt,.txt
dataset/IN-Abs/train-data/judgement/1097.txt,IN-Abs,train,judgment,,,,1097.txt,.txt
dataset/IN-Abs/train-data/judgement/1102.txt,IN-Abs,train,judgment,,,,1102.txt,.txt
dataset/IN-Abs/train-data/judgement/1103.txt,IN-Abs,train,judgment,,,,1103.txt,.txt
dataset/IN-Abs/train-data/judgement/112.txt,IN-Abs,train,judgment,,,,112.txt,.txt
dataset/IN-Abs/train-data/judgement/1128.txt,IN-Abs,train,judgment,,,,1128.txt,.txt
dataset/IN-Abs/train-data/judgement/1133.txt,IN-Abs,train,judgment,,,,1133.txt,.txt
dataset/IN-Abs/train-data/judgement/1142.txt,IN-Abs,train,judgment,,,,1142.txt,.txt
dataset/IN-Abs/train-data/judgement/1145.txt,IN-Abs,train,judgment,,,,1145.txt,.txt
dataset/IN-Abs/train-data/judgement/1160.txt,IN-Abs,train,judgment,,,,1160.txt,.txt
dataset/IN-Abs/train-data/judgement/1161.txt,IN-Abs,train,judgment,,,,1161.txt,.txt
dataset/IN-Abs/train-data/judgement/1177.txt,IN-Abs,train,judgment,,,,1177.txt,.txt
dataset/IN-Abs/train-data/judgement/1197.txt,IN-Abs,train,judgment,,,,1197.txt,.txt
dataset/IN-Abs/train-data/judgement/1205.txt,IN-Abs,train,judgment,,,,1205.txt,.txt
dataset/IN-Abs/train-data/judgement/1217.txt,IN-Abs,train,judgment,,,,1217.txt,.txt
dataset/IN-Abs/train-data/judgement/1224.txt,IN-Abs,train,judgment,,,,1224.txt,.txt
dataset/IN-Abs/train-data/judgement/1229.txt,IN-Abs,train,judgment,,,,1229.txt,.txt
dataset/IN-Abs/train-data/judgement/123.txt,IN-Abs,train,judgment,,,,123.txt,.txt
dataset/IN-Abs/train-data/judgement/1233.txt,IN-Abs,train,judgment,,,,1233.txt,.txt
dataset/IN-Abs/train-data/judgement/1243.txt,IN-Abs,train,judgment,,,,1243.txt,.txt
dataset/IN-Abs/train-data/judgement/1244.txt,IN-Abs,train,judgment,,,,1244.txt,.txt
dataset/IN-Abs/train-data/judgement/1253.txt,IN-Abs,train,judgment,,,,1253.txt,.txt
dataset/IN-Abs/train-data/judgement/1263.txt,IN-Abs,train,judgment,,,,1263.txt,.txt
dataset/IN-Abs/train-data/judgement/1265.txt,IN-Abs,train,judgment,,,,1265.txt,.txt
dataset/IN-Abs/train-data/judgement/1267.txt,IN-Abs,train,judgment,,,,1267.txt,.txt
dataset/IN-Abs/train-data/judgement/1279.txt,IN-Abs,train,judgment,,,,1279.txt,.txt
dataset/IN-Abs/train-data/judgement/1290.txt,IN-Abs,train,judgment,,,,1290.txt,.txt
dataset/IN-Abs/train-data/judgement/1293.txt,IN-Abs,train,judgment,,,,1293.txt,.txt
dataset/IN-Abs/train-data/judgement/1295.txt,IN-Abs,train,judgment,,,,1295.txt,.txt
dataset/IN-Abs/train-data/judgement/1308.txt,IN-Abs,train,judgment,,,,1308.txt,.txt
dataset/IN-Abs/train-data/judgement/1320.txt,IN-Abs,train,judgment,,,,1320.txt,.txt
dataset/IN-Abs/train-data/judgement/1324.txt,IN-Abs,train,judgment,,,,1324.txt,.txt
dataset/IN-Abs/train-data/judgement/1325.txt,IN-Abs,train,judgment,,,,1325.txt,.txt
dataset/IN-Abs/train-data/judgement/1330.txt,IN-Abs,train,judgment,,,,1330.txt,.txt
dataset/IN-Abs/train-data/judgement/1339.txt,IN-Abs,train,judgment,,,,1339.txt,.txt
dataset/IN-Abs/train-data/judgement/1348.txt,IN-Abs,train,judgment,,,,1348.txt,.txt
dataset/IN-Abs/train-data/judgement/1350.txt,IN-Abs,train,judgment,,,,1350.txt,.txt
dataset/IN-Abs/train-data/judgement/1358.txt,IN-Abs,train,judgment,,,,1358.txt,.txt
dataset/IN-Abs/train-data/judgement/1366.txt,IN-Abs,train,judgment,,,,1366.txt,.txt
dataset/IN-Abs/train-data/judgement/1368.txt,IN-Abs,train,judgment,,,,1368.txt,.txt
dataset/IN-Abs/train-data/judgement/137.txt,IN-Abs,train,judgment,,,,137.txt,.txt
dataset/IN-Abs/train-data/judgement/1373.txt,IN-Abs,train,judgment,,,,1373.txt,.txt
dataset/IN-Abs/train-data/judgement/1374.txt,IN-Abs,train,judgment,,,,1374.txt,.txt
dataset/IN-Abs/train-data/judgement/1377.txt,IN-Abs,train,judgment,,,,1377.txt,.txt
dataset/IN-Abs/train-data/judgement/1384.txt,IN-Abs,train,judgment,,,,1384.txt,.txt
dataset/IN-Abs/train-data/judgement/1389.txt,IN-Abs,train,judgment,,,,1389.txt,.txt
dataset/IN-Abs/train-data/judgement/1392.txt,IN-Abs,train,judgment,,,,1392.txt,.txt
dataset/IN-Abs/train-data/judgement/1399.txt,IN-Abs,train,judgment,,,,1399.txt,.txt
dataset/IN-Abs/train-data/judgement/1407.txt,IN-Abs,train,judgment,,,,1407.txt,.txt
dataset/IN-Abs/train-data/judgement/1421.txt,IN-Abs,train,judgment,,,,1421.txt,.txt
dataset/IN-Abs/train-data/judgement/1425.txt,IN-Abs,train,judgment,,,,1425.txt,.txt
dataset/IN-Abs/train-data/judgement/1441.txt,IN-Abs,train,judgment,,,,1441.txt,.txt
dataset/IN-Abs/train-data/judgement/1447.txt,IN-Abs,train,judgment,,,,1447.txt,.txt
dataset/IN-Abs/train-data/judgement/1448.txt,IN-Abs,train,judgment,,,,1448.txt,.txt
dataset/IN-Abs/train-data/judgement/1449.txt,IN-Abs,train,judgment,,,,1449.txt,.txt
dataset/IN-Abs/train-data/judgement/1455.txt,IN-Abs,train,judgment,,,,1455.txt,.txt
dataset/IN-Abs/train-data/judgement/1460.txt,IN-Abs,train,judgment,,,,1460.txt,.txt
dataset/IN-Abs/train-data/judgement/1464.txt,IN-Abs,train,judgment,,,,1464.txt,.txt
dataset/IN-Abs/train-data/judgement/1476.txt,IN-Abs,train,judgment,,,,1476.txt,.txt
dataset/IN-Abs/train-data/judgement/148.txt,IN-Abs,train,judgment,,,,148.txt,.txt
dataset/IN-Abs/train-data/judgement/1494.txt,IN-Abs,train,judgment,,,,1494.txt,.txt
dataset/IN-Abs/train-data/judgement/1496.txt,IN-Abs,train,judgment,,,,1496.txt,.txt
dataset/IN-Abs/train-data/judgement/1513.txt,IN-Abs,train,judgment,,,,1513.txt,.txt
dataset/IN-Abs/train-data/judgement/1515.txt,IN-Abs,train,judgment,,,,1515.txt,.txt
dataset/IN-Abs/train-data/judgement/1517.txt,IN-Abs,train,judgment,,,,1517.txt,.txt
